run_number , run_description , start_time , exposure_sec , GEM3_V , GEM2_V , GEM1_V , T2_V , T1_V , DRIFT_V , OFFSET_V , PMT1_V , PMT2_V , PMT3_V , PMT4_V , HV_STATE , total_gas_flow , stop_time , number_of_events , storage_local_status
4904 , S000:PED:BKG, no pmt , 2022-06-08 18:51:02 , 0.5 , 430 , 430 , 430 , 500 , 500 , 1000 , 10 , 850 , 850 , 850 , 850 , 0 , NULL , 2022-06-08 18:58:32 , 302 , 0
4905 , S000:DATA:BKG, no pmt , 2022-06-08 18:59:40 , 0.5 , 430 , 430 , 430 , 500 , 500 , 1000 , 10 , 850 , 850 , 850 , 850 , 1 , NULL , 2022-06-08 19:23:31 , 100 , 0
